Playing History Audit 'gaiggibeliin' from 2019/01/01 12:00 AM to 2019/01/30 11:59 PM,,,,,,,,,,,,
Transaction Details,Individual Transaction Amounts,Running Balance,,,,,,,,,,
Date/Time,Action,Table Name / Player / Tournament #,Game,Account Currency,Amount,Accrued StarsCoin,T Money,W Money,Balance,Total Accrued StarsCoin After this Transaction,T Money2,W Money3
6.1.2019 22:10,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,335.96,0,0,0,"8,797.18","3,032.97",0,0
6.1.2019 23:00,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,295.11,0,0,0,"9,092.29","3,032.97",0,0
6.1.2019 23:19,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,892.29","3,032.97",0,0
6.1.2019 23:19,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,692.29","3,032.97",0,0
6.1.2019 23:20,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-4.25,0,0,0,"8,688.04","3,032.97",0,0
6.1.2019 23:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,681.04","3,032.97",0,0
6.1.2019 23:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7.62,0,0,0,"8,673.42","3,032.97",0,0
6.1.2019 23:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,672.42","3,032.97",0,0
6.1.2019 23:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,670.42","3,032.97",0,0
6.1.2019 23:23,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-67.05,0,0,0,"8,603.37","3,032.97",0,0
6.1.2019 23:23,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,602.37","3,032.97",0,0
6.1.2019 23:25,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-41.31,0,0,0,"8,561.06","3,032.97",0,0
6.1.2019 23:26,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-6,0,0,0,"8,555.06","3,032.97",0,0
6.1.2019 23:28,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-8.6,0,0,0,"8,546.46","3,032.97",0,0
6.1.2019 23:29,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-8,0,0,0,"8,538.46","3,032.97",0,0
6.1.2019 23:30,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,536.46","3,032.97",0,0
6.1.2019 23:31,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-18.1,0,0,0,"8,518.36","3,032.97",0,0
6.1.2019 23:32,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,511.36","3,032.97",0,0
6.1.2019 23:32,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,510.36","3,032.97",0,0
6.1.2019 23:36,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1.24,0,0,0,"8,509.12","3,032.97",0,0
6.1.2019 23:36,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,507.12","3,032.97",0,0
6.1.2019 23:37,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,506.12","3,032.97",0,0
6.1.2019 23:43,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-188.09,0,0,0,"8,318.03","3,032.97",0,0
6.1.2019 23:43,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,317.03","3,032.97",0,0
6.1.2019 23:43,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,310.03","3,032.97",0,0
6.1.2019 23:44,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,309.03","3,032.97",0,0
6.1.2019 23:45,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,200,0,0,0,"8,509.03","3,032.97",0,0
6.1.2019 23:45,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,232.03,0,0,0,"8,741.06","3,032.97",0,0
6.1.2019 23:45,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,507.71,0,0,0,"9,248.77","3,032.97",0,0
7.1.2019 16:20,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"9,048.77","3,032.97",0,0
7.1.2019 16:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"9,041.77","3,032.97",0,0
7.1.2019 16:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"9,040.77","3,032.97",0,0
7.1.2019 16:23,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-68.6,0,0,0,"8,972.17","3,032.97",0,0
7.1.2019 16:23,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,970.17","3,032.97",0,0
7.1.2019 16:35,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-0.2,0,0,0,"8,969.97","3,032.97",0,0
7.1.2019 16:38,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-129.5,0,0,0,"8,840.47","3,032.97",0,0
7.1.2019 16:38,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,838.47","3,032.97",0,0
7.1.2019 16:39,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,837.47","3,032.97",0,0
7.1.2019 16:40,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,830.47","3,032.97",0,0
7.1.2019 16:41,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,828.47","3,032.97",0,0
7.1.2019 17:04,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,628.47","3,032.97",0,0
7.1.2019 17:05,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-22,0,0,0,"8,606.47","3,032.97",0,0
7.1.2019 17:05,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,605.47","3,032.97",0,0
7.1.2019 17:07,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-16,0,0,0,"8,589.47","3,032.97",0,0
7.1.2019 17:07,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,588.47","3,032.97",0,0
7.1.2019 17:15,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,296.84,0,0,0,"8,885.31","3,032.97",0,0
7.1.2019 17:37,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,219.88,0,0,0,"9,105.19","3,032.97",0,0
7.1.2019 18:35,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,905.19","3,032.97",0,0
7.1.2019 18:35,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,705.19","3,032.97",0,0
7.1.2019 18:35,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,505.19","3,032.97",0,0
7.1.2019 18:35,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,503.19","3,032.97",0,0
7.1.2019 18:36,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,502.19","3,032.97",0,0
7.1.2019 18:36,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-45.22,0,0,0,"8,456.97","3,032.97",0,0
7.1.2019 18:37,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,455.97","3,032.97",0,0
7.1.2019 18:37,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,448.97","3,032.97",0,0
7.1.2019 18:37,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-54,0,0,0,"8,394.97","3,032.97",0,0
7.1.2019 18:38,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,393.97","3,032.97",0,0
7.1.2019 18:38,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-16.55,0,0,0,"8,377.42","3,032.97",0,0
7.1.2019 18:38,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,375.42","3,032.97",0,0
7.1.2019 18:39,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,368.42","3,032.97",0,0
7.1.2019 18:39,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,367.42","3,032.97",0,0
7.1.2019 18:40,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,360.42","3,032.97",0,0
7.1.2019 18:41,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,359.42","3,032.97",0,0
7.1.2019 18:42,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-13.6,0,0,0,"8,345.82","3,032.97",0,0
7.1.2019 18:44,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,338.82","3,032.97",0,0
7.1.2019 18:45,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-10.41,0,0,0,"8,328.41","3,032.97",0,0
7.1.2019 18:45,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,327.41","3,032.97",0,0
7.1.2019 18:46,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-4,0,0,0,"8,323.41","3,032.97",0,0
7.1.2019 18:46,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,322.41","3,032.97",0,0
7.1.2019 18:46,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-3.18,0,0,0,"8,319.23","3,032.97",0,0
7.1.2019 18:46,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,317.23","3,032.97",0,0
7.1.2019 18:47,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,316.23","3,032.97",0,0
7.1.2019 18:48,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-23,0,0,0,"8,293.23","3,032.97",0,0
7.1.2019 18:57,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-20.14,0,0,0,"8,273.09","3,032.97",0,0
7.1.2019 18:57,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,272.09","3,032.97",0,0
7.1.2019 19:01,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-36.54,0,0,0,"8,235.55","3,032.97",0,0
7.1.2019 19:01,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,304.9,0,0,0,"8,540.45","3,032.97",0,0
7.1.2019 19:02,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,539.45","3,032.97",0,0
7.1.2019 19:02,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,537.45","3,032.97",0,0
7.1.2019 19:06,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-141.83,0,0,0,"8,395.62","3,032.97",0,0
7.1.2019 19:07,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,394.62","3,032.97",0,0
7.1.2019 19:07,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,392.62","3,032.97",0,0
7.1.2019 19:08,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,390.62","3,032.97",0,0
7.1.2019 19:09,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-6,0,0,0,"8,384.62","3,032.97",0,0
7.1.2019 19:09,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,383.62","3,032.97",0,0
7.1.2019 19:11,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-72,0,0,0,"8,311.62","3,032.97",0,0
7.1.2019 19:13,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-16.18,0,0,0,"8,295.44","3,032.97",0,0
7.1.2019 19:14,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,294.44","3,032.97",0,0
7.1.2019 21:18,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,224.9,0,0,0,"8,519.34","3,032.97",0,0
7.1.2019 21:18,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,395.01,0,0,0,"8,914.35","3,032.97",0,0
7.1.2019 22:46,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,714.35","3,032.97",0,0
7.1.2019 22:46,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,514.35","3,032.97",0,0
7.1.2019 22:47,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,512.35","3,032.97",0,0
7.1.2019 22:53,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-47.72,0,0,0,"8,464.63","3,032.97",0,0
7.1.2019 22:54,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,462.63","3,032.97",0,0
7.1.2019 22:54,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,461.63","3,032.97",0,0
7.1.2019 22:55,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,459.63","3,032.97",0,0
7.1.2019 22:55,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,458.63","3,032.97",0,0
7.1.2019 22:56,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,456.63","3,032.97",0,0
7.1.2019 22:57,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,449.63","3,032.97",0,0
7.1.2019 22:59,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2.22,0,0,0,"8,447.41","3,032.97",0,0
7.1.2019 22:59,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,440.41","3,032.97",0,0
7.1.2019 23:00,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-37.85,0,0,0,"8,402.56","3,032.97",0,0
7.1.2019 23:00,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-6.46,0,0,0,"8,396.10","3,032.97",0,0
7.1.2019 23:01,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-38,0,0,0,"8,358.10","3,032.97",0,0
7.1.2019 23:02,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,356.10","3,032.97",0,0
7.1.2019 23:05,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-6.8,0,0,0,"8,349.30","3,032.97",0,0
7.1.2019 23:25,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2.55,0,0,0,"8,346.75","3,032.97",0,0
7.1.2019 23:26,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-21.2,0,0,0,"8,325.55","3,032.97",0,0
7.1.2019 23:27,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-0.2,0,0,0,"8,325.35","3,032.97",0,0
7.1.2019 23:30,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-12.5,0,0,0,"8,312.85","3,032.97",0,0
7.1.2019 23:31,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-0.4,0,0,0,"8,312.45","3,032.97",0,0
7.1.2019 23:32,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,310.45","3,032.97",0,0
8.1.2019 1:01,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,200,0,0,0,"8,510.45","3,032.97",0,0
8.1.2019 1:01,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,548.94,0,0,0,"9,059.39","3,032.97",0,0
8.1.2019 3:18,Table Buy In (Zoom),Gotha,0.50/1.00 PL Omaha,USD,-100,0,0,0,"8,959.39","3,032.97",0,0
8.1.2019 3:18,Table Buy In (Zoom),Gotha,0.50/1.00 PL Omaha,USD,-100,0,0,0,"8,859.39","3,032.97",0,0
8.1.2019 3:19,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1,0,0,0,"8,858.39","3,032.97",0,0
8.1.2019 3:19,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-0.5,0,0,0,"8,857.89","3,032.97",0,0
8.1.2019 3:22,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-52.26,0,0,0,"8,805.63","3,032.97",0,0
8.1.2019 3:25,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-0.8,0,0,0,"8,804.83","3,032.97",0,0
8.1.2019 3:26,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-8.27,0,0,0,"8,796.56","3,032.97",0,0
8.1.2019 3:27,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-10.19,0,0,0,"8,786.37","3,032.97",0,0
8.1.2019 3:27,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1.91,0,0,0,"8,784.46","3,032.97",0,0
8.1.2019 3:28,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-0.5,0,0,0,"8,783.96","3,032.97",0,0
8.1.2019 3:28,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1,0,0,0,"8,782.96","3,032.97",0,0
8.1.2019 3:29,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-3,0,0,0,"8,779.96","3,032.97",0,0
8.1.2019 3:29,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-11.5,0,0,0,"8,768.46","3,032.97",0,0
8.1.2019 3:30,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-11,0,0,0,"8,757.46","3,032.97",0,0
8.1.2019 3:31,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-11.5,0,0,0,"8,745.96","3,032.97",0,0
8.1.2019 3:31,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-20.29,0,0,0,"8,725.67","3,032.97",0,0
8.1.2019 3:32,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-3.5,0,0,0,"8,722.17","3,032.97",0,0
8.1.2019 3:33,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1.1,0,0,0,"8,721.07","3,032.97",0,0
8.1.2019 3:33,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-0.5,0,0,0,"8,720.57","3,032.97",0,0
8.1.2019 3:35,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-8.38,0,0,0,"8,712.19","3,032.97",0,0
8.1.2019 3:39,Tournament Registration,2500159766<font color=-x-tourn-step-euro><b>$162 Daily Pacific Rim Special </font> <font color=-x-tourn-guarantee>$10K Gtd</b>, NL Hold'em Buy-In: 150.00/12.00,USD,-162,0,0,0,"8,550.19","3,032.97",0,0
8.1.2019 3:39,Tournament Registration,2500139233<font color=-x-tourn-special><b>Big $82 </font> <font color=-x-tourn-guarantee>$4K Gtd</font></b>, NL Hold'em Buy-In: 75.00/7.00,USD,-82,0,0,0,"8,468.19","3,032.97",0,0
8.1.2019 3:55,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1.54,0,0,0,"8,466.65","3,032.97",0,0
8.1.2019 3:56,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-3.5,0,0,0,"8,463.15","3,032.97",0,0
8.1.2019 3:56,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-5.38,0,0,0,"8,457.77","3,032.97",0,0
8.1.2019 3:57,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-2.5,0,0,0,"8,455.27","3,032.97",0,0
8.1.2019 3:58,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-12,0,0,0,"8,443.27","3,032.97",0,0
8.1.2019 4:02,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-39.82,0,0,0,"8,403.45","3,032.97",0,0
8.1.2019 4:03,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-3,0,0,0,"8,400.45","3,032.97",0,0
8.1.2019 4:07,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-61.23,0,0,0,"8,339.22","3,032.97",0,0
8.1.2019 4:08,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-100,0,0,0,"8,239.22","3,032.97",0,0
8.1.2019 4:14,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-8.09,0,0,0,"8,231.13","3,032.97",0,0
8.1.2019 4:15,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1.7,0,0,0,"8,229.43","3,032.97",0,0
8.1.2019 4:16,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-0.5,0,0,0,"8,228.93","3,032.97",0,0
8.1.2019 5:21,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-3,0,0,0,"8,225.93","3,032.97",0,0
8.1.2019 5:22,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1,0,0,0,"8,224.93","3,032.97",0,0
8.1.2019 5:22,Leave Table (Zoom),Gotha,0.50/1.00 PL Omaha,USD,301.7,0,0,0,"8,526.63","3,032.97",0,0
8.1.2019 5:23,Leave Table (Zoom),Gotha,0.50/1.00 PL Omaha,USD,100,0,0,0,"8,626.63","3,032.97",0,0
8.1.2019 15:21,Tournament Registration,2500137046<b><font color=-x-tourn-special>Omania $55 PLO </font> <font color=-x-tourn-guarantee>$6K Gtd</font></b>, PL Omaha Buy-In: 50.00/5.00,USD,-55,0,0,0,"8,571.63","3,032.97",0,0
8.1.2019 15:21,Tournament Registration,2500159785<font color=-x-tourn-step-euro><b>$109 Mini Super Tuesday </font> <font color=-x-tourn-guarantee>$100K Gtd</font></b>, NL Hold'em Buy-In: 100.00/9.00,USD,-109,0,0,0,"8,462.63","3,032.97",0,0
8.1.2019 16:08,Tournament Re-entry,2500137046,,USD,-55,0,0,0,"8,407.63","3,032.97",0,0
8.1.2019 16:47,Tournament Interim Payout,2500137046,,USD,89.51,0,0,0,"8,497.14","3,032.97",0,0
9.1.2019 10:55,Chest Reward,618048736,,EUR,0,7,0,0,315,"3,039.97",0,0
9.1.2019 10:55,Chest Reward,618048752,,EUR,0,8,0,0,315,"3,047.97",0,0
9.1.2019 10:55,Chest Reward,618048781,,EUR,0,12,0,0,315,"3,059.97",0,0
9.1.2019 10:55,Chest Reward,618048781,,EUR,0.5,0,0,0,315.5,"3,059.97",0,0
9.1.2019 10:55,Chest Reward,618048805,,EUR,0,8,0,0,315.5,"3,067.97",0,0
9.1.2019 10:55,Chest Reward (Tournament Ticket),618048805,,EUR,0,0,0,0,315.5,"3,067.97",0,0
9.1.2019 10:55,Chest Reward,618048828,,EUR,0,9,0,0,315.5,"3,076.97",0,0
9.1.2019 13:08,Table Buy In (Zoom),Gotha,0.50/1.00 PL Omaha,USD,-100,0,0,0,"8,397.14","3,076.97",0,0
9.1.2019 13:08,Table Buy In (Zoom),Gotha,0.50/1.00 PL Omaha,USD,-100,0,0,0,"8,297.14","3,076.97",0,0
9.1.2019 13:08,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-1,0,0,0,"8,296.14","3,076.97",0,0
9.1.2019 13:08,Table Rebuy (Automatic Zoom),Gotha,0.50/1.00 PL Omaha,USD,-9,0,0,0,"8,287.14","3,076.97",0,0
9.1.2019 13:43,Leave Table (Zoom),Gotha,0.50/1.00 PL Omaha,USD,105.8,0,0,0,"8,392.94","3,076.97",0,0
9.1.2019 13:43,Leave Table (Zoom),Gotha,0.50/1.00 PL Omaha,USD,184.1,0,0,0,"8,577.04","3,076.97",0,0
11.1.2019 9:35,Tournament Registration,2500115891$82 NLHE [6-Max  Hyper-Turbo]  <font color=-x-tourn-guarantee><b>$5K Gtd</b></font>, NL Hold'em Buy-In: 78.10/3.90,USD,-82,0,0,0,"8,495.04","3,076.97",0,0
11.1.2019 9:44,Tournament Registration,2506462163$25.00 NLHE Spin & Go, NL Hold'em Sit&Go Buy-In: 23.25/1.75,USD,-25,0,0,0,"8,470.04","3,076.97",0,0
11.1.2019 9:44,Tournament Registration,2506462199$25.00 NLHE Spin & Go, NL Hold'em Sit&Go Buy-In: 23.25/1.75,USD,-25,0,0,0,"8,445.04","3,076.97",0,0
11.1.2019 9:49,Tournament Won,2506462199$25.00 NLHE Spin & Go, NL Hold'em Sit&Go Buy-In: 23.25/1.75,USD,50,0,0,0,"8,495.04","3,076.97",0,0
11.1.2019 9:51,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,295.04","3,076.97",0,0
11.1.2019 9:53,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-17.4,0,0,0,"8,277.64","3,076.97",0,0
11.1.2019 9:53,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,276.64","3,076.97",0,0
11.1.2019 9:54,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-15,0,0,0,"8,261.64","3,076.97",0,0
