Playing History Audit 'gaiggibeliin' from 2019/01/01 12:00 AM to 2019/01/30 11:59 PM,,,,,,,,,,,,
Transaction Details,Individual Transaction Amounts,Running Balance,,,,,,,,,,
Date/Time,Action,Table Name / Player / Tournament #,Game,Account Currency,Amount,Accrued StarsCoin,T Money,W Money,Balance,Total Accrued StarsCoin After this Transaction,T Money2,W Money3
11.1.2019 9:54,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,260.64","3,076.97",0,0
11.1.2019 9:55,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"8,258.64","3,076.97",0,0
11.1.2019 9:55,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"8,251.64","3,076.97",0,0
11.1.2019 9:59,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-9.73,0,0,0,"8,241.91","3,076.97",0,0
11.1.2019 10:02,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-9.75,0,0,0,"8,232.16","3,076.97",0,0
11.1.2019 10:02,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"8,231.16","3,076.97",0,0
11.1.2019 10:08,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,284,0,0,0,"8,515.16","3,076.97",0,0
11.1.2019 12:15,Tournament Registration,2500134043<font color=-x-tourn-satellite>High Roller Club: Bounty Builder HR</font> <font color=Magenta><b>Deadline</b></font> <font color=-x-tourn-satellite>Sat: $55 NLHE </font> <font color=-x-tourn-guarantee>5 Seats Gtd</font>, NL Hold'em Buy-In: 50.00/5.00,USD,-55,0,0,0,"8,460.16","3,076.97",0,0
11.1.2019 12:15,Tournament Registration,2500134044<font color=-x-tourn-satellite>High Roller Club: Bounty Builder HR</font> <font color=Magenta><b>Last Chance</b></font> <font color=-x-tourn-satellite>Sat: $109 NLHE </font> <font color=-x-tourn-guarantee>3 Seats Gtd</font>, NL Hold'em Buy-In: 103.81/5.19,USD,-109,0,0,0,"8,351.16","3,076.97",0,0
11.1.2019 12:26,Tournament Registration,2500144209<font color=-x-tourn-special><b>Bounty Builder $44 </font> <font color=-x-tourn-guarantee>$50K Gtd</font></b>, NL Hold'em Buy-In: 40.00/4.00,USD,-44,0,0,0,"8,307.16","3,076.97",0,0
11.1.2019 12:46,Tournament Registration,2500139482<font color=-x-tourn-special><b>Big $109 </font> <font color=-x-tourn-guarantee>$25K Gtd</font></b>, NL Hold'em Buy-In: 100.00/9.00,USD,-109,0,0,0,"8,198.16","3,076.97",0,0
11.1.2019 13:50,Reward: Knockout Bounty,2500144209,,USD,15,0,0,0,"8,213.16","3,076.97",0,0
11.1.2019 14:20,Tournament Interim Payout,2500144209,,USD,38.03,0,0,0,"8,251.19","3,076.97",0,0
11.1.2019 14:27,Reward: Knockout Bounty,2500144209,,USD,15,0,0,0,"8,266.19","3,076.97",0,0
11.1.2019 14:27,Reward: Knockout Bounty,2500144209,,USD,27.5,0,0,0,"8,293.69","3,076.97",0,0
11.1.2019 15:18,Tournament Interim Payout,2500139482,,USD,198.21,0,0,0,"8,491.90","3,076.97",0,0
11.1.2019 15:40,Tournament Won,2500144209<font color=-x-tourn-special><b>Bounty Builder $44 </font> <font color=-x-tourn-guarantee>$50K Gtd</font></b>, NL Hold'em Buy-In: 40.00/4.00,USD,54.64,0,0,0,"8,546.54","3,076.97",0,0
11.1.2019 15:46,Tournament Won,2500139482<font color=-x-tourn-special><b>Big $109 </font> <font color=-x-tourn-guarantee>$25K Gtd</font></b>, NL Hold'em Buy-In: 100.00/9.00,USD,62.64,0,0,0,"8,609.18","3,076.97",0,0
12.1.2019 14:07,Tournament Registration,2500137055<b><font color=-x-tourn-special>Omania $109 PLO [Weekend Special] </font> <font color=-x-tourn-guarantee> $12K Gtd</font></b>, PL Omaha Buy-In: 100.00/9.00,USD,-109,0,0,0,"8,500.18","3,076.97",0,0
12.1.2019 14:08,Tournament Registration,2500144331<font color=-x-tourn-special><b>Bounty Builder $109 [Saturday Special] </font> <font color=-x-tourn-guarantee>$100K Gtd</font></b>, NL Hold'em Buy-In: 100.00/9.00,USD,-109,0,0,0,"8,391.18","3,076.97",0,0
12.1.2019 14:41,Tournament Re-entry,2500137055,,USD,-109,0,0,0,"8,282.18","3,076.97",0,0
12.1.2019 16:10,Reward: Knockout Bounty,2500144331,,USD,37.5,0,0,0,"8,319.68","3,076.97",0,0
12.1.2019 16:18,Tournament Re-entry,2500137055,,USD,-109,0,0,0,"8,210.68","3,076.97",0,0
12.1.2019 16:47,Tournament Registration,2500150034<font color=-x-tourn-special><b>Hot $22 </font> <font color=-x-tourn-guarantee>$30K Gtd</font></b>, NL Hold'em Buy-In: 20.00/2.00,USD,-22,0,0,0,"8,188.68","3,076.97",0,0
13.1.2019 15:27,Tournament Registration,2500137057<b><font color=-x-tourn-special>Omania $109 PLO [Weekend Special] </font> <font color=-x-tourn-guarantee> $20K Gtd</font></b>, PL Omaha Buy-In: 100.00/9.00,USD,-109,0,0,0,"8,079.68","3,076.97",0,0
13.1.2019 15:27,Tournament Registration,2500136852<font color=-x-tourn-special><b>Sunday KOmania: $109 PLO [6-Max  Progressive KO] </font> <font color=-x-tourn-guarantee> $25K Gtd</font></b>, PL Omaha Buy-In: 100.00/9.00,USD,-109,0,0,0,"7,970.68","3,076.97",0,0
13.1.2019 15:40,Tournament Re-entry,2500137057,,USD,-109,0,0,0,"7,861.68","3,076.97",0,0
13.1.2019 17:34,Tournament Interim Payout,2500137057,,USD,174.4,0,0,0,"8,036.08","3,076.97",0,0
14.1.2019 14:43,Tournament Registration,2506572577<font color=-x-tourn-step-euro><b>$22 Mini Monday 6-Max </font> <font color=-x-tourn-guarantee>$80K Gtd</font></b>, NL Hold'em Buy-In: 20.00/2.00,USD,-22,0,0,0,"8,014.08","3,076.97",0,0
14.1.2019 15:03,Tournament Registration,2506564587<font color=-x-tourn-special><b>Bounty Builder $33 </font> <font color=-x-tourn-guarantee>$60K Gtd</font></b>, NL Hold'em Buy-In: 30.00/3.00,USD,-33,0,0,0,"7,981.08","3,076.97",0,0
14.1.2019 17:17,Tournament Interim Payout,2506572577,,USD,35.2,0,0,0,"8,016.28","3,076.97",0,0
14.1.2019 18:09,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"7,816.28","3,076.97",0,0
14.1.2019 18:10,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"7,809.28","3,076.97",0,0
14.1.2019 18:10,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"7,808.28","3,076.97",0,0
14.1.2019 18:17,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-18.27,0,0,0,"7,790.01","3,076.97",0,0
14.1.2019 18:18,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-19,0,0,0,"7,771.01","3,076.97",0,0
14.1.2019 18:20,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"7,770.01","3,076.97",0,0
14.1.2019 19:59,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-4.36,0,0,0,"7,765.65","3,076.97",0,0
14.1.2019 20:11,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-40.29,0,0,0,"7,725.36","3,076.97",0,0
14.1.2019 20:12,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"7,718.36","3,076.97",0,0
14.1.2019 21:14,Tournament Won,2506572577<font color=-x-tourn-step-euro><b>$22 Mini Monday 6-Max </font> <font color=-x-tourn-guarantee>$80K Gtd</font></b>, NL Hold'em Buy-In: 20.00/2.00,USD,215.7,0,0,0,"7,934.06","3,076.97",0,0
14.1.2019 21:20,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,403.3,0,0,0,"8,337.36","3,076.97",0,0
14.1.2019 21:20,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"8,137.36","3,076.97",0,0
14.1.2019 21:20,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"7,937.36","3,076.97",0,0
14.1.2019 21:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-6,0,0,0,"7,931.36","3,076.97",0,0
14.1.2019 21:22,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"7,930.36","3,076.97",0,0
14.1.2019 21:23,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,234.65,0,0,0,"8,165.01","3,076.97",0,0
14.1.2019 21:25,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"7,965.01","3,076.97",0,0
14.1.2019 21:25,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"7,963.01","3,076.97",0,0
14.1.2019 21:26,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"7,962.01","3,076.97",0,0
14.1.2019 21:27,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,200,0,0,0,"8,162.01","3,076.97",0,0
14.1.2019 21:28,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7.13,0,0,0,"8,154.88","3,076.97",0,0
14.1.2019 21:29,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,200,0,0,0,"8,354.88","3,076.97",0,0
15.1.2019 16:03,Inter Account Transfer,2006845632,,USD,"-2,282.60",0,0,0,"6,072.28","3,076.97",0,0
15.1.2019 16:03,Inter Account Transfer,2006845633,,EUR,"2,000.00",0,0,0,"2,315.50","3,076.97",0,0
15.1.2019 16:03,Withdrawal,2006845741,,EUR,"-2,315.00",0,0,0,0.5,"3,076.97",0,0
16.1.2019 7:09,Table Buy In (Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"5,872.28","3,076.97",0,0
16.1.2019 7:10,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-11.93,0,0,0,"5,860.35","3,076.97",0,0
16.1.2019 7:10,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"5,859.35","3,076.97",0,0
16.1.2019 7:11,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"5,852.35","3,076.97",0,0
16.1.2019 7:12,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"5,851.35","3,076.97",0,0
16.1.2019 7:18,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-6.34,0,0,0,"5,845.01","3,076.97",0,0
16.1.2019 7:20,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"5,838.01","3,076.97",0,0
16.1.2019 7:21,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-7,0,0,0,"5,831.01","3,076.97",0,0
16.1.2019 7:26,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-0.65,0,0,0,"5,830.36","3,076.97",0,0
16.1.2019 7:27,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-1,0,0,0,"5,829.36","3,076.97",0,0
16.1.2019 7:28,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-2,0,0,0,"5,827.36","3,076.97",0,0
16.1.2019 7:29,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-22,0,0,0,"5,805.36","3,076.97",0,0
16.1.2019 7:31,Table Rebuy (Automatic Zoom),Diotima,1.00/2.00 PL Omaha,USD,-200,0,0,0,"5,605.36","3,076.97",0,0
16.1.2019 7:35,Leave Table (Zoom),Diotima,1.00/2.00 PL Omaha,USD,399.25,0,0,0,"6,004.61","3,076.97",0,0
28.1.2019 18:26,Leave Table,Hippokoon II,0.00/1.00 NL 6+ Hold'em,USD,"1,232.55",0,0,0,"7,603.19","3,076.97",0,0
17.1.2019 8:10,Leave Table,Pierretta V,0.00/1.00 NL 6+ Hold'em,USD,597.69,0,0,0,"5,808.45","3,076.97",0,0
23.1.2019 17:02,Leave Table (Forced),Philippina,0.00/1.00 NL 6+ Hold'em,USD,554.59,0,0,0,"6,084.93","3,076.97",0,0
29.1.2019 20:44,Leave Table,Terpsichore,0.00/1.00 NL 6+ Hold'em,USD,540.05,0,0,0,"6,481.05","3,076.97",0,0
25.1.2019 10:13,Leave Table,Transvaalia,0.00/1.00 NL 6+ Hold'em,USD,526.71,0,0,0,"7,347.56","3,076.97",0,0
25.1.2019 20:16,Leave Table (Forced),Hersilia,0.00/1.00 NL 6+ Hold'em,USD,498.47,0,0,0,"9,030.51","3,076.97",0,0
23.1.2019 18:06,Leave Table,Griqua,0.00/1.00 NL 6+ Hold'em,USD,491.98,0,0,0,"6,528.02","3,076.97",0,0
25.1.2019 18:49,Leave Table (Forced),Kalypso,0.00/2.00 NL 6+ Hold'em,USD,486.58,0,0,0,"8,453.36","3,076.97",0,0
25.1.2019 21:45,Leave Table,Lacerta,0.00/2.00 NL 6+ Hold'em,USD,454.93,0,0,0,"8,211.44","3,076.97",0,0
16.1.2019 11:39,Table Buy In,Sisyphus V,0.01/0.02 NL Hold'em,USD,-0.8,0,0,0,"5,892.01","3,076.97",0,0
16.1.2019 11:40,Table Auto Rebuy,Sisyphus V,0.01/0.02 NL Hold'em,USD,-1.22,0,0,0,"5,890.79","3,076.97",0,0
16.1.2019 11:40,Leave Table,Sisyphus V,0.01/0.02 NL Hold'em,USD,2,0,0,0,"5,892.79","3,076.97",0,0
16.1.2019 11:40,Table Buy In,Gunlod VI,0.01/0.02 NL Hold'em,USD,-0.8,0,0,0,"5,891.99","3,076.97",0,0
16.1.2019 11:40,Table Auto Rebuy,Gunlod VI,0.01/0.02 NL Hold'em,USD,-1.2,0,0,0,"5,890.79","3,076.97",0,0
16.1.2019 11:42,Leave Table,Gunlod VI,0.01/0.02 NL Hold'em,USD,1.98,0,0,0,"5,892.77","3,076.97",0,0
30.1.2019 8:59,Leave Table,Marghanna,0.00/1.00 NL 6+ Hold'em,USD,453.94,0,0,0,"6,672.31","3,076.97",0,0
29.1.2019 13:24,Leave Table,Schurer,0.00/1.00 NL 6+ Hold'em,USD,452.33,0,0,0,"6,850.35","3,076.97",0,0
25.1.2019 17:08,Leave Table (Forced),Mourao,0.00/2.00 NL 6+ Hold'em,USD,445.02,0,0,0,"7,831.37","3,076.97",0,0
25.1.2019 19:56,Leave Table,Biela,0.00/1.00 NL 6+ Hold'em,USD,443.61,0,0,0,"8,175.67","3,076.97",0,0
24.1.2019 8:10,Leave Table,Plaut,0.00/1.00 NL 6+ Hold'em,USD,436.64,0,0,0,"7,478.31","3,076.97",0,0
23.1.2019 19:52,Leave Table,Heidelberga II,0.00/1.00 NL 6+ Hold'em,USD,410.31,0,0,0,"6,705.85","3,076.97",0,0
25.1.2019 18:52,Leave Table (Forced),Nysa,0.00/2.00 NL 6+ Hold'em,USD,408.01,0,0,0,"8,861.37","3,076.97",0,0
22.1.2019 16:11,Leave Table,Klymene VI,0.00/1.00 NL 6+ Hold'em,USD,405.31,0,0,0,"5,640.86","3,076.97",0,0
23.1.2019 16:19,Leave Table,Wil II,0.00/1.00 NL 6+ Hold'em,USD,391.21,0,0,0,"5,876.06","3,076.97",0,0
23.1.2019 10:54,Leave Table,Baillauda,0.00/1.00 NL 6+ Hold'em,USD,387.72,0,0,0,"5,505.75","3,076.97",0,0
21.1.2019 14:35,Leave Table,Halley VI,0.00/1.00 NL 6+ Hold'em,USD,383.05,0,0,0,"6,218.87","3,076.97",0,0
21.1.2019 14:35,Leave Table,Ariadne V,0.00/1.00 NL 6+ Hold'em,USD,366.82,0,0,0,"5,835.82","3,076.97",0,0
16.1.2019 16:46,Leave Table,Iapetus III,0.00/0.50 NL 6+ Hold'em,USD,348.97,0,0,0,"5,893.19","3,076.97",0,0
27.1.2019 9:42,Leave Table,Siva,0.00/1.00 NL 6+ Hold'em,USD,345.58,0,0,0,"7,272.38","3,076.97",0,0
24.1.2019 8:10,Leave Table,Pele,0.00/1.00 NL 6+ Hold'em,USD,340.2,0,0,0,"7,041.67","3,076.97",0,0
21.1.2019 14:06,Leave Table,Mimosa,0.00/1.00 NL 6+ Hold'em,USD,340.1,0,0,0,"5,248.29","3,076.97",0,0
25.1.2019 17:01,Leave Table (Forced),Marfik,0.00/2.00 NL 6+ Hold'em,USD,334.7,0,0,0,"7,386.35","3,076.97",0,0
21.1.2019 14:05,Leave Table,Alsafi VII,0.00/1.00 NL 6+ Hold'em,USD,331.31,0,0,0,"5,058.19","3,076.97",0,0
30.1.2019 8:22,Leave Table (Forced),Geminid,0.00/2.00 NL 6+ Hold'em,USD,327.85,0,0,0,"6,164.41","3,076.97",0,0
24.1.2019 7:22,Leave Table (Forced),Luznice,0.00/1.00 NL 6+ Hold'em,USD,324.95,0,0,0,"6,833.65","3,076.97",0,0
27.1.2019 18:58,Leave Table,Zeissia,0.00/1.00 NL 6+ Hold'em,USD,317.06,0,0,0,"6,327.57","3,076.97",0,0
25.1.2019 10:14,Leave Table (Forced),Oongaq,0.00/1.00 NL 6+ Hold'em,USD,312.31,0,0,0,"7,659.87","3,076.97",0,0
24.1.2019 13:15,Leave Table,Klotilde,0.00/2.00 NL 6+ Hold'em,USD,309.2,0,0,0,"7,042.04","3,076.97",0,0
25.1.2019 17:25,Leave Table (Forced),Mebsuta,0.00/1.00 NL 6+ Hold'em,USD,304.61,0,0,0,"8,716.78","3,076.97",0,0
29.1.2019 14:02,Leave Table (Forced),Terpsichore,0.00/1.00 NL 6+ Hold'em,USD,302.73,0,0,0,"6,228.27","3,076.97",0,0
25.1.2019 9:16,Leave Table,Cruithne,0.00/1.00 NL 6+ Hold'em,USD,300.24,0,0,0,"7,268.19","3,076.97",0,0
25.1.2019 17:18,Leave Table (Forced),Kalypso,0.00/2.00 NL 6+ Hold'em,USD,300,0,0,0,"8,278.37","3,076.97",0,0
23.1.2019 16:19,Leave Table,Attica,0.00/1.00 NL 6+ Hold'em,USD,298.14,0,0,0,"5,215.95","3,076.97",0,0
21.1.2019 13:21,Leave Table,Marina IV,0.00/1.00 NL 6+ Hold'em,USD,297.7,0,0,0,"5,107.18","3,076.97",0,0
26.1.2019 7:26,Leave Table (Forced),Despina,0.00/2.00 NL 6+ Hold'em,USD,296,0,0,0,"7,878.28","3,076.97",0,0
30.1.2019 9:55,Leave Table,Iphiklos,0.00/1.00 NL 6+ Hold'em,USD,294.11,0,0,0,"6,739.89","3,531.97",2.05,0
21.1.2019 21:32,Leave Table,Field IV,0.00/1.00 NL 6+ Hold'em,USD,287.38,0,0,0,"5,536.07","3,076.97",0,0
21.1.2019 15:30,Leave Table,Ophiuchus VII,0.00/1.00 NL 6+ Hold'em,USD,278.66,0,0,0,"5,981.13","3,076.97",0,0
25.1.2019 16:23,Leave Table (Forced),Sazava,0.00/1.00 NL 6+ Hold'em,USD,275.81,0,0,0,"8,362.61","3,076.97",0,0
23.1.2019 16:19,Leave Table,Orthosie II,0.00/1.00 NL 6+ Hold'em,USD,268.9,0,0,0,"5,484.85","3,076.97",0,0
23.1.2019 8:42,Leave Table,Mnemosyne,0.00/1.00 NL 6+ Hold'em,USD,268.84,0,0,0,"5,739.54","3,076.97",0,0
25.1.2019 19:14,Leave Table,Amneris,0.00/2.00 NL 6+ Hold'em,USD,265.23,0,0,0,"8,689.20","3,076.97",0,0
27.1.2019 18:23,Leave Table (Forced),Tabit II,0.00/1.00 NL 6+ Hold'em,USD,262.11,0,0,0,"6,666.22","3,076.97",0,0
23.1.2019 19:44,Leave Table (Forced),Lameia,0.00/0.50 NL 6+ Hold'em,USD,261.72,0,0,0,"6,295.54","3,076.97",0,0
30.1.2019 8:16,Leave Table,Hypatia,0.00/2.00 NL 6+ Hold'em,USD,261.52,0,0,0,"5,986.56","3,076.97",0,0
23.1.2019 19:52,Leave Table,Grogler,0.00/1.00 NL 6+ Hold'em,USD,256.05,0,0,0,"6,961.90","3,076.97",0,0
26.1.2019 12:51,Leave Table (Forced),Noemi II,0.00/1.00 NL 6+ Hold'em,USD,253.88,0,0,0,"7,044.55","3,076.97",0,0
16.1.2019 18:52,Leave Table,Aconcagua IV,0.00/1.00 NL 6+ Hold'em,USD,249.91,0,0,0,"5,328.33","3,076.97",0,0
27.1.2019 9:39,Leave Table (Forced),Sagitta,0.00/1.00 NL 6+ Hold'em,USD,247.38,0,0,0,"6,926.80","3,076.97",0,0
21.1.2019 14:35,Leave Table,Azelfafage V,0.00/1.00 NL 6+ Hold'em,USD,246.71,0,0,0,"5,469.00","3,076.97",0,0
21.1.2019 15:40,Leave Table,Syringa VI,0.00/1.00 NL 6+ Hold'em,USD,241.59,0,0,0,"6,403.59","3,076.97",0,0
25.1.2019 19:14,Leave Table,Sazava,0.00/1.00 NL 6+ Hold'em,USD,236.14,0,0,0,"8,925.34","3,076.97",0,0
16.1.2019 18:39,Leave Table,Normannia IV,0.00/1.00 NL 6+ Hold'em,USD,228.56,0,0,0,"5,355.57","3,076.97",0,0
16.1.2019 19:00,Leave Table,Dollfus IV,0.00/1.00 NL 6+ Hold'em,USD,225.84,0,0,0,"5,688.18","3,076.97",0,0
30.1.2019 9:55,Leave Table,Seginus II,0.00/1.00 NL 6+ Hold'em,USD,223.47,0,0,0,"6,445.78","3,531.97",2.05,0
22.1.2019 8:07,Leave Table,Crater VI,0.00/1.00 NL 6+ Hold'em,USD,220.22,0,0,0,"5,472.02","3,076.97",0,0
17.1.2019 8:12,Leave Table,Athalia V,0.00/1.00 NL 6+ Hold'em,USD,216.37,0,0,0,"6,024.82","3,076.97",0,0
24.1.2019 13:56,Leave Table,Linzia II,0.00/1.00 NL 6+ Hold'em,USD,211.67,0,0,0,"7,510.32","3,076.97",0,0
25.1.2019 20:15,Leave Table (Forced),Prieska,0.00/2.00 NL 6+ Hold'em,USD,208.5,0,0,0,"8,532.04","3,076.97",0,0
17.1.2019 7:29,Leave Table,Zenobia V,0.00/1.00 NL 6+ Hold'em,USD,203.11,0,0,0,"5,356.89","3,076.97",0,0
24.1.2019 7:47,Leave Table (Forced),Plaut,0.00/1.00 NL 6+ Hold'em,USD,199.87,0,0,0,"6,841.93","3,076.97",0,0
17.1.2019 18:01,Leave Table,Aletheia II,0.00/1.00 NL 6+ Hold'em,USD,195.57,0,0,0,"5,610.47","3,076.97",0,0
30.1.2019 10:01,Leave Table,Marghanna,0.00/1.00 NL 6+ Hold'em,USD,194.7,0,0,0,"6,934.59","3,531.97",2.05,0
24.1.2019 13:56,Leave Table,Roberta II,0.00/1.00 NL 6+ Hold'em,USD,194.6,0,0,0,"7,298.65","3,076.97",0,0
24.1.2019 18:36,Leave Table,Betria II,0.00/1.00 NL 6+ Hold'em,USD,187,0,0,0,"7,512.06","3,076.97",0,0
21.1.2019 20:56,Leave Table,Luce,0.00/1.00 NL 6+ Hold'em,USD,185.5,0,0,0,"5,097.90","3,076.97",0,0
22.1.2019 8:07,Leave Table,Indus V,0.00/1.00 NL 6+ Hold'em,USD,185.39,0,0,0,"5,657.41","3,076.97",0,0
28.1.2019 19:10,Leave Table,Kevola,0.00/1.00 NL 6+ Hold'em,USD,183.86,0,0,0,"7,562.05","3,076.97",0,0
24.1.2019 13:56,Leave Table,Sova,0.00/1.00 NL 6+ Hold'em,USD,182.76,0,0,0,"7,104.05","3,076.97",0,0
26.1.2019 14:00,Leave Table,Pythia II,0.00/1.00 NL 6+ Hold'em,USD,181.45,0,0,0,"7,117.00","3,076.97",0,0
29.1.2019 14:20,Leave Table,Alfirk,0.00/1.00 NL 6+ Hold'em,USD,181.14,0,0,0,"6,773.29","3,076.97",0,0
21.1.2019 15:40,Leave Table,Halley VI,0.00/1.00 NL 6+ Hold'em,USD,180.87,0,0,0,"6,162.00","3,076.97",0,0
30.1.2019 8:31,Leave Table,Kira,0.00/1.00 NL 6+ Hold'em,USD,179.65,0,0,0,"6,044.06","3,076.97",0,0
25.1.2019 10:50,Leave Table (Forced),Crescentia II,0.00/1.00 NL 6+ Hold'em,USD,175.52,0,0,0,"7,666.71","3,076.97",0,0
16.1.2019 16:46,Leave Table,Panopaea VI,0.00/1.00 NL 6+ Hold'em,USD,168.89,0,0,0,"6,062.08","3,076.97",0,0
26.1.2019 7:26,Leave Table,Kassandra,0.00/1.00 NL 6+ Hold'em,USD,168.85,0,0,0,"7,598.15","3,076.97",0,0
21.1.2019 21:03,Leave Table (Forced),Nemausa III,0.00/1.00 NL 6+ Hold'em,USD,168.25,0,0,0,"5,355.47","3,076.97",0,0
25.1.2019 19:04,Leave Table (Forced),Atala II,0.00/1.00 NL 6+ Hold'em,USD,162.6,0,0,0,"9,023.97","3,076.97",0,0
30.1.2019 8:50,Leave Table,Iphiklos,0.00/1.00 NL 6+ Hold'em,USD,160.23,0,0,0,"6,218.37","3,076.97",0,0
22.1.2019 15:49,Leave Table,Tomita V,0.00/1.00 NL 6+ Hold'em,USD,159.81,0,0,0,"5,088.36","3,076.97",0,0
25.1.2019 10:50,Leave Table (Forced),Naos,0.00/1.00 NL 6+ Hold'em,USD,159.72,0,0,0,"7,491.19","3,076.97",0,0
24.1.2019 13:06,Leave Table,Silke II,0.00/1.00 NL 6+ Hold'em,USD,158.53,0,0,0,"6,882.84","3,076.97",0,0
17.1.2019 19:00,Leave Table (Forced),Fragaria V,0.00/1.00 NL 6+ Hold'em,USD,158.47,0,0,0,"5,668.28","3,076.97",0,0
29.1.2019 14:19,Leave Table (Forced),Rezia,0.00/1.00 NL 6+ Hold'em,USD,158.44,0,0,0,"6,592.15","3,076.97",0,0
29.1.2019 18:24,Leave Table,Titan II,0.00/1.00 NL 6+ Hold'em,USD,158.35,0,0,0,"6,585.63","3,076.97",0,0
25.1.2019 16:50,Leave Table (Forced),Terradas,0.00/1.00 NL 6+ Hold'em,USD,155.6,0,0,0,"7,306.76","3,076.97",0,0
23.1.2019 18:06,Leave Table,Heidelberga II,0.00/1.00 NL 6+ Hold'em,USD,155.08,0,0,0,"6,683.10","3,076.97",0,0
21.1.2019 21:34,Leave Table,Sirona,0.00/1.00 NL 6+ Hold'em,USD,153.43,0,0,0,"5,689.50","3,076.97",0,0
25.1.2019 16:14,Leave Table (Forced),Adelaide,0.00/1.00 NL 6+ Hold'em,USD,153.04,0,0,0,"8,086.80","3,076.97",0,0
29.1.2019 20:49,Leave Table,Nasl,0.00/1.00 NL 6+ Hold'em,USD,152.8,0,0,0,"6,606.64","3,076.97",0,0
24.1.2019 13:41,Leave Table (Forced),Aguntina II,0.00/1.00 NL 6+ Hold'em,USD,150.93,0,0,0,"6,921.29","3,076.97",0,0
29.1.2019 13:02,Leave Table (Forced),Zelinda,0.00/1.00 NL 6+ Hold'em,USD,150,0,0,0,"7,080.48","3,076.97",0,0
29.1.2019 14:07,Leave Table,Ruanda II,0.00/1.00 NL 6+ Hold'em,USD,150,0,0,0,"6,378.27","3,076.97",0,0
21.1.2019 12:53,Leave Table,Azelfafage V,0.00/1.00 NL 6+ Hold'em,USD,149,0,0,0,"5,442.28","3,076.97",0,0
21.1.2019 17:18,Leave Table,Field IV,0.00/1.00 NL 6+ Hold'em,USD,149,0,0,0,"5,918.57","3,076.97",0,0
